0.279771;0.055555
0.294245;0.059359
0.207883;0.060431
0.207546;0.055502
0.281115;0.055529
0.207927;0.055544
0.279084;0.055622
0.206896;0.059471
0.206847;0.059499
0.206888;0.055587
0.273686;0.055536
0.272996;0.055515
0.285164;0.055559
0.207715;0.055544
0.206812;0.059499
0.275823;0.055535
0.207907;0.056221
0.263277;0.055557
0.208356;0.055557
0.20648;0.059266
0.27519;0.055507
0.207772;0.055526
0.269364;0.059378
0.286595;0.055568
0.207874;0.055628
0.207818;0.055515
0.207794;0.055507
0.207718;0.055553
0.207868;0.058213
0.284978;0.055531
0.207893;0.055534
0.208323;0.055545
0.208427;0.055557
0.207869;0.055521
0.206721;0.059442
0.207925;0.05566
0.207937;0.05552
0.285072;0.055552
0.207877;0.055574
0.206715;0.058683
0.277144;0.059376
0.272955;0.055576
0.207868;0.055614
0.207961;0.055564
0.207898;0.055567
0.207957;0.055556
0.207916;0.055556
0.206512;0.059508
0.207939;0.055551
0.294993;0.061743
